"","MCCR-00039-01","MCCR-00040-01","MCCR-00041-01","MCCR-00042-01","MCCR-00043-01","MCCR-00044-01","MCCR-00045-01","MCCR-00046-01","MCCR-00047-01","MCCR-00048-01","MCCR-00049-01","MCCR-00050-01","MCCR-00051-01","MCCR-00052-01","MCCR-00053-01","MCCR-00054-01","MCCR-00055-01","MCCR-00056-01","MCCR-00057-01","MCCR-00058-01","MCCR-00059-01","MCCR-00060-01","MCCR-00061-01","MCCR-00062-01","MCCR-00063-01","MCCR-00064-01","MCCR-00065-01","MCCR-00066-01","MCCR-00067-01","MCCR-00068-01","MCCR-00069-01","MCCR-00070-01","MCCR-00071-01","MCCR-00072-01","MCCR-00073-01","MCCR-00074-01","MCCR-00075-01","MCCR-00076-01","MCCR-00078-01","MCCR-00079-01","MCCR-00080-01","MCCR-00081-01","MCCR-00082-01","MCCR-00083-01","MCCR-00084-01","MCCR-00085-01","MCCR-00086-01","MCCR-00087-01","MCCR-00088-01","MCCR-00089-01","MCCR-00090-01","MCCR-00091-01","MCCR-00092-01","MCCR-00093-01","MCCR-00094-01","MCCR-00095-01","MCCR-00096-01","MCCR-00097-01","MCCR-00098-01","MCCR-00099-01","MCCR-00100-01","MCCR-00101-01","MCCR-00102-01","MCCR-00103-01","MCCR-00104-01","MCCR-00105-01","MCCR-00106-01","MCCR-00107-01"
"","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor"
"2-hydroxypalmitate","0.616844","1.000000","1.000000","0.799897","0.764907","1.010124","0.654426","0.528939","0.772949","0.636528","0.879981","0.629902","0.735038","0.614807","1.065976","0.660154","0.720141","0.975634","0.671215","0.727140","0.583806","1.476802","6.620089","1.570091","5.588563","0.826358","2.268357","1.319590","0.551005","0.706452","0.868784","2.162502","0.687007","0.843479","2.259908","1.843024","3.769475","0.779934","1.515014","2.137969","1.378330","3.315570","1.074978","1.370330","4.707539","1.582528","3.029771","1.070115","1.500136","0.573278","2.550073","1.249332","1.228915","0.917737","0.938140","1.910711","0.550284","2.971068","0.943749","1.525676","0.943441","0.878208","3.732786","1.492102","0.806389","1.000000","1.561332","3.100378"
"2-linoleoyl-gpc* (18:2)*","1.258732","0.498210","0.871073","1.328517","1.168686","0.291727","1.264669","0.806203","0.291727","1.000000","0.831315","0.291727","1.311205","0.633241","0.291727","0.444018","0.291727","0.751185","0.291727","0.291727","0.482823","0.291727","2.171434","0.291727","0.291727","0.291727","0.291727","0.291727","1.458009","0.291727","0.468801","1.952091","0.339821","0.291727","0.291727","0.291727","3.356252","0.291727","0.291727","1.947323","0.291727","0.291727","1.369797","1.739428","0.291727","0.596541","1.684399","0.998171","1.726609","0.291727","0.632386","0.291727","3.404551","0.291727","0.656938","0.911836","0.694320","0.785471","1.088164","1.326087","0.291727","0.291727","0.291727","0.291727","1.236814","0.291727","0.291727","1.298121"
"2-methylbutyroylcarnitine (c5)","0.327133","1.285425","1.000000","0.251508","0.128401","1.295623","3.159052","0.324697","0.370823","0.174474","0.113880","0.479262","1.255937","1.018162","0.366742","0.656461","0.262092","0.314997","0.765300","0.940252","0.353760","1.195767","2.976422","0.609708","0.449162","1.000000","0.116581","2.341188","0.072611","0.497649","3.279541","2.242902","3.153041","0.649940","0.587716","0.805043","4.337848","1.181767","5.706683","1.270937","2.174376","0.838348","0.861673","4.218185","1.925043","1.329986","2.234543","0.655670","2.854155","2.199346","0.697833","0.180309","1.325517","1.000000","0.488379","1.422349","2.615022","1.487599","1.022473","1.969880","1.489512","1.587715","0.505667","1.048966","1.036485","1.734589","0.340357","0.672402"
"2-myristoyl-gpc* (14:0)*","0.995096","0.462725","1.603432","1.417121","2.026562","0.462725","2.118376","0.651409","0.688698","1.447756","0.462725","0.462725","0.596719","1.816160","0.462725","1.306748","1.118719","1.436066","0.462725","0.493132","0.478685","0.462725","2.838109","0.462725","0.462725","0.462725","0.462725","0.462725","0.876557","0.462725","0.462725","1.000000","0.462725","1.314647","0.462725","0.462725","1.000000","0.462725","0.738094","2.048833","0.462725","1.145192","2.756403","2.485981","0.462725","0.462725","1.000000","0.767036","0.585358","0.462725","0.750302","0.462725","1.523436","0.559411","0.719202","0.703431","0.462725","0.462725","0.548655","0.462725","0.462725","0.462725","0.462725","0.462725","0.717588","0.462725","0.462725","1.062197"
"2-myristoylglycerophosphoethanolamine*","1.371903","0.226100","2.476176","0.859428","6.175713","0.226100","1.401672","1.000000","0.226100","1.000000","0.226100","0.226100","0.226100","1.690665","0.226100","0.499370","1.909946","2.008894","0.226100","0.226100","0.646788","0.226100","0.226100","0.226100","0.226100","0.718171","0.226100","0.226100","0.632985","0.226100","0.226100","0.226100","0.226100","1.130185","0.226100","0.226100","0.226100","0.226100","0.226100","0.777539","0.226100","0.226100","0.226100","0.226100","0.226100","0.226100","0.226100","0.226100","0.226100","0.788790","0.226100","0.226100","1.211210","0.226100","0.226100","0.226100","0.226100","0.226100","0.773062","0.226100","0.226100","0.226100","0.226100","0.226100","0.226100","0.226100","0.226100","0.226100"
"2-oleoyl-gpc* (18:1)*","2.936321","0.537984","2.748476","2.160693","2.036182","0.042158","3.386630","1.488380","1.227003","2.633344","0.659241","0.291690","1.454666","1.647661","0.314425","1.692348","1.374426","2.710812","0.042158","0.707356","2.449588","0.042158","2.423899","0.412254","0.062798","0.042158","0.062593","0.042158","1.032253","0.994084","0.997353","0.747714","0.042158","2.393228","0.042158","0.054551","1.252730","0.042158","0.886752","1.322293","0.042158","0.694515","1.794407","2.057325","0.042158","0.438016","2.927618","1.000000","0.967747","0.903904","0.510223","0.042158","3.638128","0.268239","0.966239","1.180122","0.386021","0.042158","1.649714","1.127903","0.042158","1.000000","0.062919","0.052141","2.496475","0.711657","0.042158","0.999808"
"2-oleoyl-gpe* (18:1)*","2.483206","0.430477","1.908476","1.646366","2.562953","0.048648","1.506237","2.411880","1.686964","1.304620","1.308930","0.794917","1.732822","2.019409","0.906435","1.344404","1.311290","1.923302","0.076746","1.701736","1.929621","0.048406","1.868787","0.576917","0.142907","0.039890","0.104240","0.039890","0.818116","2.167341","1.163353","0.385607","0.051880","2.284290","0.039890","0.065470","0.947288","0.149978","1.560789","0.815121","0.074921","0.589207","0.975514","1.904686","0.039890","1.024486","1.000000","1.121904","1.424827","1.648880","0.493064","0.039890","2.766302","0.412402","0.798064","0.826591","0.269475","0.039890","1.378270","1.000000","0.039890","1.790030","0.099029","0.090252","2.452229","0.709503","0.039890","0.596536"
"2-palmitoleoyl-gpc* (16:1)*","1.996164","0.589263","3.140899","2.604060","3.780230","0.206255","6.111086","1.222872","0.677465","3.082782","0.493838","0.206255","1.797199","1.450110","0.206255","1.379355","1.746270","3.368353","0.206255","0.597401","2.143186","0.206255","5.153907","0.206255","0.206255","0.206255","0.206255","0.206255","0.942467","0.537972","0.657812","1.000000","0.206255","2.670554","0.206255","0.206255","1.090381","0.206255","0.666679","1.287606","0.206255","0.732397","1.334593","2.060098","0.206255","0.206255","1.963817","1.000000","0.689074","1.000000","0.548874","0.206255","3.892559","0.301820","0.939065","0.737096","0.310436","0.206255","0.887541","0.845964","0.206255","0.603605","0.206255","0.206255","1.701677","0.565965","0.206255","0.648021"
"2-palmitoleoyl-gpe* (16:1)*","6.327592","0.440010","3.266702","3.779335","7.867242","0.181490","6.746327","2.028945","0.652852","3.980376","1.000000","0.357215","1.517192","2.238315","0.305892","2.510634","2.744727","3.239521","0.181490","1.197809","2.291448","0.181490","1.012081","0.181490","0.181490","0.181490","0.181490","0.181490","1.105797","1.331283","0.947415","0.243939","0.181490","7.319399","0.181490","0.181490","1.008209","0.181490","0.991791","0.625015","0.181490","0.442625","0.739125","0.628037","0.181490","0.490570","0.193891","0.739259","0.549764","1.813970","0.362364","0.181490","4.447134","0.195249","0.643662","0.383344","0.181490","0.181490","0.975826","0.984450","0.181490","1.024174","0.181490","0.181490","2.954580","0.628082","0.181490","0.181490"
"2-palmitoylglycerol (16:0)","3.917576","0.460586","1.162171","1.000000","1.003239","0.282069","5.762456","1.272956","1.237415","1.337600","0.896968","1.123925","1.346444","1.035036","0.268049","1.370769","1.650599","1.000000","0.268049","0.353946","2.957306","0.829457","2.223854","0.268049","0.779410","0.494417","0.502462","0.268049","1.015595","0.672182","0.554108","1.463889","0.410253","1.309998","1.000000","1.147306","0.720727","0.462396","2.242987","0.631683","0.507944","0.629511","0.733036","0.823655","1.097071","0.268049","0.323428","0.268049","1.533750","1.327893","0.451623","0.268049","2.038026","0.728404","0.578290","0.879277","0.268049","0.992659","0.564612","3.331945","1.280723","1.367811","0.268049","1.836420","1.932227","0.468344","0.629346","3.620420"
"2-palmitoyl-gpc* (16:0)*","1.397325","0.706335","2.340087","2.264842","1.380049","0.037108","2.630184","1.002116","1.719276","1.803568","0.511456","0.134337","1.353009","1.495051","0.331617","1.110880","1.184721","2.426318","0.037108","0.456127","1.000000","0.037108","2.479569","0.586030","0.086030","0.037108","0.197731","0.037108","0.937597","0.716110","0.656688","0.997884","0.037108","1.889801","0.037108","0.057693","1.869452","0.037108","0.515488","1.361964","0.095792","1.219452","2.076036","2.535431","0.037108","0.426954","1.167153","0.629595","1.115552","0.562789","0.889120","0.037108","1.933985","0.298604","0.868205","1.389042","0.217933","0.037108","2.002843","0.411489","0.037108","0.687713","0.037108","0.037108","1.368654","0.496631","0.037108","2.047537"
"2-palmitoyl-gpe* (16:0)*","3.334606","0.501960","2.980707","2.869637","3.834952","0.189775","2.576771","2.916638","1.362702","1.414570","1.139297","0.274017","1.235102","2.465257","0.759014","1.877118","1.869834","2.591495","0.189775","1.000000","1.688529","0.189775","1.047418","0.655280","0.189775","0.189775","0.236389","0.189775","0.829399","1.874259","0.382755","0.495478","0.189775","2.568166","0.189775","0.189775","1.101437","0.189775","0.898563","0.625823","0.189775","0.346362","1.108910","0.429135","0.189775","0.555722","0.189775","0.424014","0.982352","1.357148","0.835616","0.189775","1.234318","0.207833","0.502357","0.619865","0.189775","0.189775","1.551519","0.245433","0.189775","1.000000","0.189775","0.189775","1.496844","0.347958","0.189775","0.339561"
"2-stearoyl-gpc* (18:0)*","0.457983","0.457983","0.820157","0.784201","1.000000","0.457983","0.940009","0.552454","0.457983","0.803688","0.636192","0.457983","0.457983","0.457983","0.457983","2.359586","0.487139","1.000000","0.457983","0.457983","1.164036","0.457983","1.588361","0.457983","0.457983","2.885738","0.457983","1.001470","0.457983","0.457983","0.457983","0.497546","0.457983","1.228946","0.457983","0.457983","1.685883","0.457983","0.966151","0.497652","0.457983","1.985729","1.070025","0.962441","0.457983","1.074287","0.457983","0.898884","0.457983","0.457983","0.954378","0.457983","5.561117","0.457983","0.457983","0.457983","0.998530","2.153804","0.798129","1.641995","0.457983","0.457983","3.491148","1.173708","0.457983","0.457983","0.457983","3.080393"
"3-(4-hydroxyphenyl)lactate (hpla)","1.253096","10.278205","1.384944","0.835756","0.833955","0.713315","1.261036","2.161448","2.868988","0.863254","3.236643","1.407787","8.623185","8.282341","1.616105","2.425553","0.817061","0.358892","0.529386","1.361202","1.147595","3.262512","1.385607","1.641193","1.623758","3.192268","0.419766","6.774998","0.705700","3.669075","0.358892","0.969398","0.554282","1.404256","1.203820","0.781014","0.766728","0.486819","1.216327","1.347069","0.475977","0.903375","0.711565","0.852405","1.140162","0.379035","1.934490","0.441197","0.614125","7.799918","0.592885","0.649488","0.839365","0.779599","0.541945","1.241627","0.590635","1.030602","0.684870","0.748240","0.358892","0.661935","1.096625","1.548824","0.616777","0.513541","0.358892","2.147687"
"3-aminoisobutyrate","0.284436","1.000000","0.611325","0.267291","0.105008","1.000000","0.531291","0.566637","0.414956","0.261071","0.184504","0.185789","0.586453","0.077096","0.261943","0.341248","0.180040","0.443307","1.230463","0.240232","0.404534","1.761559","5.496723","1.044699","1.000000","0.287086","0.455372","1.980779","0.306967","0.501967","5.240420","2.487797","4.437816","0.467558","4.248491","0.309026","7.134007","2.741335","1.687877","5.918631","16.462721","0.930870","2.105204","4.950218","1.255520","3.717463","33.966446","0.457873","0.599193","1.019285","1.448512","0.491182","1.204931","2.193061","1.699479","1.920656","3.684963","1.367683","2.370922","0.527400","3.224050","0.825530","0.259921","0.330372","6.364285","1.037297","3.896116","0.663248"
"3-carboxy-4-methyl-5-propyl-2-furanpropanoate (cmpf)","0.376470","0.376470","0.376470","2.004654","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.705402","0.376470","0.376470","1.000000","0.376470","0.376470","0.376470","1.000000","1.000000","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.747539","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","1.105026","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","0.376470","1.366545"
"3-dehydrocarnitine*","0.609977","2.133146","1.164308","0.577494","0.382919","0.909594","2.682750","0.960459","0.924008","0.219682","0.367828","0.912447","0.942083","2.003090","0.539989","1.191168","0.468309","0.424721","1.000000","1.478307","0.743249","1.452034","1.036707","2.030547","1.140534","1.292099","0.451393","0.842417","0.421354","1.324495","1.351395","1.506988","1.794548","0.653995","0.848505","0.518155","2.446851","1.094578","1.797892","2.110324","1.528489","2.459533","1.000000","0.741514","1.783560","0.985374","4.227548","0.402840","1.677052","1.826405","1.857464","0.602020","1.000000","0.864231","0.738946","1.844702","0.426923","2.520388","1.063843","1.152054","1.498669","0.564182","0.554689","0.693298","0.656268","0.890954","0.573218","1.416136"
"3-hydroxybutyrate (bhba)","0.919018","1.438780","4.748097","1.892512","1.000000","0.711158","1.000000","1.113383","1.128011","0.719319","1.087906","0.999409","0.883928","1.430525","0.851158","0.823318","0.548381","0.707070","1.771431","0.670631","0.619724","0.905912","0.714517","3.808924","1.100099","0.894014","4.493525","0.998612","0.779785","0.702535","1.896987","1.919711","0.634287","1.120686","0.727082","1.000000","0.725908","0.865368","0.853952","2.044954","7.764108","2.175038","0.840084","1.376226","1.883088","1.427835","0.816233","0.574248","1.528838","2.487899","4.152202","1.393862","1.257427","0.856952","0.653094","2.667330","0.606291","0.573436","1.199345","1.471195","2.756208","0.691739","1.068568","0.982171","0.811315","1.415503","1.878660","0.954583"
"3-phosphoglycerate","0.520058","0.866959","0.529120","0.906382","0.527130","0.753614","0.316243","0.316880","0.668738","0.692429","0.756967","0.492812","0.499989","0.428247","1.057828","1.733522","0.730766","1.442076","0.999096","0.122050","0.548128","0.437841","5.528246","0.877187","2.889251","0.901583","7.696753","0.961465","0.698749","0.396234","0.961212","1.000105","0.691182","0.995135","1.010738","1.105634","2.012982","0.485522","1.426753","4.154932","2.157982","1.196754","1.599947","3.413505","12.985832","2.255148","4.083875","4.613588","5.940727","1.310490","8.267202","2.863707","1.227965","1.170979","0.122050","1.000000","1.435424","11.424542","0.776296","1.000000","1.124804","0.854670","0.260921","1.049976","1.445316","1.227330","0.999895","6.304918"
"3-phosphoserine","1.237654","0.308138","2.196898","1.386183","1.346110","1.762987","1.320926","0.308138","0.558940","1.777229","1.454545","1.538186","1.000000","0.308138","2.909265","1.117134","2.550478","2.416865","0.443975","1.463862","4.021971","0.700058","0.915986","0.728274","0.308138","1.012493","0.308138","0.308138","4.847002","1.802007","1.093607","0.308138","0.888703","1.612198","0.308138","0.883532","0.308138","0.308138","0.674262","0.308138","0.481048","0.365893","0.632074","0.645306","0.308138","0.308138","0.596091","0.376063","0.829675","1.367044","0.308138","0.733856","0.944009","0.308138","0.987507","0.308138","0.478176","0.515999","0.308138","1.424839","0.308138","2.235712","0.308138","0.308138","1.055991","0.508275","0.308138","0.491101"
